,Unnamed: 0,Study no.,Filename,Title,Doi,Study id.,index,title,publication_type,n_citations,volume,issue,first_page,last_page,n_pages
6348,271679,45,price elasticity of gasoline demand authors.xlsx,Optimal taxation and cross-price effects on labor supply: Estimates of the optimal gas tax,https://doi.org/10.1016/j.jpubeco.2006.08.007,18084,10.1016/j.jpubeco.2006.08.007,Optimal taxation and cross-price effects on labor supply: Estimates of the optimal gas tax,full_text,86,91,3-4,593,617,24
6349,271680,46,price elasticity of gasoline demand authors.xlsx,The demand for gasoline in South Africa: An empirical analysis using co-integration techniques,https://doi.org/10.1016/j.eneco.2008.05.002,18342,10.1016/j.eneco.2008.05.002,The demand for gasoline in South Africa: An empirical analysis using co-integration techniques,full_text,69,30,6,3222,3229,7
6350,271681,1,production of knowledge.xlsx,What Drives Ideas Production Across theWorld?,https://doi.org/10.1017/S1365100513000229,511,10.1017/S1365100513000229,WHAT DRIVES IDEAS PRODUCTION ACROSS THE WORLD?,full_text,22,19,1,79,115,36
6351,271752,5,production of knowledge.xlsx,Catching up or standing still? National innovative productivityamong follower countries,https://doi.org/10.1016/j.respol.2004.09.006,2698,10.1016/j.respol.2004.09.006,Catching up or standing still?,full_text,130,33,9,1329,1354,25
6352,271763,6,production of knowledge.xlsx,The determinants of national innovative capacity,https://doi.org/10.1016/S0048-7333(01)00152-4,3238,10.1016/S0048-7333(01)00152-4,The determinants of national innovative capacity,full_text,1139,31,6,899,933,34
6353,271795,7,production of knowledge.xlsx,National innovative capacity in East Asia,https://doi.org/10.1016/j.respol.2005.04.009,3760,10.1016/j.respol.2005.04.009,National innovative capacity in East Asia,full_text,217,34,9,1322,1349,27
6354,271828,11,production of knowledge.xlsx,"Product variety, product quality, and evidence of endogenous growth",https://doi.org/10.1016/j.econlet.2012.04.037,5810,10.1016/j.econlet.2012.04.037,"Product variety, product quality, and evidence of endogenous growth",full_text,24,117,1,74,77,3
6355,271844,12,production of knowledge.xlsx,R&D innovation and output: evidence from OECD and nonOECD countries,https://doi.org/10.1080/00036840500439002,6294,10.1080/00036840500439002,"R&D, innovation and output: evidence from OECD and nonOECD countries",full_text,33,39,3,291,307,16
6356,271853,14,production of knowledge.xlsx,Identifying technology spillovers and product market rivalry,https://doi.org/10.3982/ECTA9466,7244,10.3982/ECTA9466,Identifying Technology Spillovers and Product Market Rivalry,full_text,547,81,4,1347,1393,46
6357,271878,1,r partiel January 2016 111 studies.xlsx,Unionized construction workers are more productive,https://doi.org/10.2307/1885525,512,10.2307/1885525,Unionized Construction Workers are More Productive,full_text,45,99,2,251,,
6358,271890,2,r partiel January 2016 111 studies.xlsx,Why construction industry productivity is declining,https://doi.org/10.2307/1924811,1052,10.2307/1924811,Why Construction Industry Productivity Is Declining,full_text,46,67,4,661,,
6359,271893,3,r partiel January 2016 111 studies.xlsx,The effect of unionism on productivity in privately and publicly owned hospitals and nursing homes,https://doi.org/10.1007/BF02685300,1607,10.1007/BF02685300,The effect of unionism on productivity in privately and publicly owned hospitals and nursing homes,full_text,13,7,1,59,68,9
6360,271899,4,r partiel January 2016 111 studies.xlsx,"Unionization and productivity in office building and school construction,",https://doi.org/10.1177/001979398603900202,2151,10.1177/001979398603900202,Unionization and Productivity in Office Building and School Construction,full_text,25,39,2,187,201,14
6361,271912,5,r partiel January 2016 111 studies.xlsx,Further evidence on union efficiency in construction,https://doi.org/10.1111/j.1468-232X.1988.tb01003.x,2699,10.1111/j.1468-232X.1988.tb01003.x,Further Evidence on Union Efficiency in Construction,full_text,2,27,2,232,240,8
6362,271914,6,r partiel January 2016 111 studies.xlsx,Declining unionization in construction: The facts and the reasons,https://doi.org/10.1177/001979398804100301,3239,10.1177/001979398804100301,Declining Unionization in Construction: The Facts and the Reasons,full_text,15,41,3,343,359,16
6363,271920,7,r partiel January 2016 111 studies.xlsx,Unionisation and firm performance in China’s manufacturing industries,https://doi.org/10.1007/s12122-014-9197-1,3761,10.1007/s12122-014-9197-1,Unionisation and Firm Performance in China’s Manufacturing Industries,full_text,16,36,1,78,102,24
6364,271940,9,r partiel January 2016 111 studies.xlsx,Effects of human resource systems on manufacturing performance and turnover,https://doi.org/10.2307/256705,4801,10.2307/256705,EFFECTS OF HUMAN RESOURCE SYSTEMS ON MANUFACTURING PERFORMANCE AND TURNOVER.,full_text,1174,37,3,670,687,17
6365,271944,11,r partiel January 2016 111 studies.xlsx,Productivity gains from the implementation of employee training programs,https://doi.org/10.1111/j.1468-232X.1994.tb00349.x,5811,10.1111/j.1468-232X.1994.tb00349.x,Productivity Gains from the Implementation of Employee Training Programs,full_text,207,33,4,411,425,14
6366,271948,12,r partiel January 2016 111 studies.xlsx,"Work organization, technology, and performance in customer service and sales",https://doi.org/10.2307/2525063,6295,10.2307/2525063,"Work Organization, Technology, and Performance in Customer Service and Sales",full_text,84,52,4,539,,
6367,271953,13,r partiel January 2016 111 studies.xlsx,How to compete: the impact of workplace practices and information technology on productivity,https://doi.org/10.1162/00346530152480081,6779,10.1162/00346530152480081,How to Compete: The Impact of Workplace Practices and Information Technology on Productivity,full_text,631,83,3,434,445,11
6368,271960,15,r partiel January 2016 111 studies.xlsx,"Unionism and productivity in West Virginia coal mining, ",https://doi.org/10.2307/2524129,7707,10.2307/2524129,Unionism and Productivity in West Virginia Coal Mining,full_text,2,43,4,390,,
6369,271981,16,r partiel January 2016 111 studies.xlsx,The effects of unions on firm behavior: An empirical analysis using firm-level data,https://doi.org/10.1111/j.1468-232X.1994.tb00350.x,8168,10.1111/j.1468-232X.1994.tb00350.x,The Effects of Unions on Firm Behavior: An Empirical Analysis Using Firm-Level Data,full_text,31,33,4,426,451,25
6370,272005,17,r partiel January 2016 111 studies.xlsx,Trade unions in the production process,https://doi.org/10.1086/260677,8619,10.1086/260677,Trade Unions in the Production Process,full_text,208,86,3,355,378,23
6371,272011,18,r partiel January 2016 111 studies.xlsx,The effect of unions on firm performance in Japanese manufacturing,https://doi.org/10.2307/2524273,9049,10.2307/2524273,The Effect of Unions on Firm Performance in Japanese Manufacturing,full_text,10,45,3,471,,
6372,272014,19,r partiel January 2016 111 studies.xlsx,"What do unions in China do? Provincial-level evidence on wages, employment, productivity, and economic output",https://doi.org/10.1007/s12122-014-9178-4,9474,10.1007/s12122-014-9178-4,"What Do Unions in China Do? Provincial-Level Evidence on Wages, Employment, Productivity, and Economic Output",full_text,28,35,2,185,204,19
6373,272018,20,r partiel January 2016 111 studies.xlsx,"The effect of unions on productivity: U.S. surface mining of coal,",https://doi.org/10.1287/mnsc.34.9.1037,9900,10.1287/mnsc.34.9.1037,The Effect of Unions on Productivity: U.S. Surface Mining of Coal,full_text,60,34,9,1037,1053,16
6374,272028,21,r partiel January 2016 111 studies.xlsx,Unions and police productivity: An econometric investigation,https://doi.org/10.1111/j.1468-232X.1996.tb00422.x,10318,10.1111/j.1468-232X.1996.tb00422.x,Unions and Police Productivity: An Econometric Investigation,full_text,3,35,4,566,584,18
6375,272064,26,r partiel January 2016 111 studies.xlsx,Are union productivity effects overestimated?: Evidence from coal mining,https://doi.org/10.1080/000368498325345,12226,10.1080/000368498325345,Are union productivity effects overestimated?: evidence from coal mining,full_text,5,30,7,913,918,5
6376,272068,27,r partiel January 2016 111 studies.xlsx,Do unions impact efficiency?: Evidence from the U.S. manufacturing sector,https://doi.org/10.1111/j.1465-7287.2010.00228.x,12590,10.1111/j.1465-7287.2010.00228.x,DO UNIONS IMPACT EFFICIENCY?: EVIDENCE FROM THE U.S. MANUFACTURING SECTOR,full_text,3,29,3,431,440,9
6377,272070,28,r partiel January 2016 111 studies.xlsx,Unionization and productivity: Micro-economic evidence,https://doi.org/10.2307/1885484,12935,10.2307/1885484,Unionization and Productivity: Micro-Econometric Evidence,full_text,62,95,4,613,,
6378,272092,29,r partiel January 2016 111 studies.xlsx,The impact of unionization on productivity: A case study,https://doi.org/10.2307/2522692,13296,10.2307/2522692,The Impact of Unionization on Productivity: A Case Study,full_text,26,33,4,451,,
6379,272111,31,r partiel January 2016 111 studies.xlsx,"Productivity effects of worker participation in management, profit-sharing, worker ownership of assets and unionization in U.S. firms",https://doi.org/10.1016/0167-7187(88)90011-2,13988,10.1016/0167-7187(88)90011-2,"Productivity effects of worker participation in management, profit-sharing, worker ownership of assets and unionization in U.S. firms",full_text,53,6,1,139,151,12
6380,272125,33,r partiel January 2016 111 studies.xlsx,"Employee Participation Programs, Group-Based Incentives, and Company Performance: A Union-Nonunion Comparison",https://doi.org/10.2307/2524660,14639,10.2307/2524660,"Employee Participation Programs, Group-Based Incentives, and Company Performance: A Union-Nonunion Comparison",full_text,50,47,4,594,,
6381,272136,37,r partiel January 2016 111 studies.xlsx,Human resource management and labor productivity: Does industry matter? ,https://doi.org/10.5465/amj.2005.15993158,15842,10.5465/amj.2005.15993158,Human Resource Management and Labor Productivity: Does Industry Matter?,full_text,805,48,1,135,145,10
6382,272151,39,r partiel January 2016 111 studies.xlsx,"Productivity, efficiency and strike activity",https://doi.org/10.1080/02692179700000007,16433,10.1080/02692179700000007,"Productivity, Efficiency and Strike Activity",full_text,5,11,1,119,134,15
6383,272159,40,r partiel January 2016 111 studies.xlsx,Economic impacts of new unionization on private sector employers: 1984–2001,https://doi.org/10.1162/0033553042476189,16725,10.1162/0033553042476189,Economic Impacts of New Unionization on Private Sector Employers: 1984-2001,full_text,240,119,4,1383,1441,58
6384,272176,41,r partiel January 2016 111 studies.xlsx,"Human resource practices, unionization and the organizational efficiency of French industry",https://doi.org/10.1016/S0742-6186(06)15001-5,16997,10.1016/S0742-6186(06)15001-5,"Human Resource Practices, Unionization and the Organizational Efficiency of French Industry",full_text,2,15,,67,102,35
6385,272184,42,r partiel January 2016 111 studies.xlsx,Union effects on teacher productivity,https://doi.org/10.2307/2523730,17278,10.2307/2523730,Union Effects on Teacher Productivity,full_text,3,37,3,346,,
6386,272214,44,r partiel January 2016 111 studies.xlsx,Unions and productivity in the public sector: A study of municipal libraries,tps://doi.org/10.1177/00197939830360020,17826,10.1177/00197939830360020,,,0,,,,,
6387,272222,45,r partiel January 2016 111 studies.xlsx,Works councils and firm productivity in France,https://doi.org/10.1007/s12122-010-9088-z,18085,10.1007/s12122-010-9088-z,Works Councils and Firm Productivity in France,full_text,13,31,3,209,229,20
6388,272225,46,r partiel January 2016 111 studies.xlsx,Union voice effects in Mexico,https://doi.org/10.1111/j.1467-8543.2006.00523.x,18343,10.1111/j.1467-8543.2006.00523.x,Union Voice Effects in Mexico,full_text,10,44,4,781,800,19
6389,272229,47,r partiel January 2016 111 studies.xlsx,"Cooperation, productivity, and profit sharing",https://doi.org/10.2307/1884678,18590,10.2307/1884678,"Cooperation, Productivity, and Profit Sharing",full_text,144,102,1,23,,
6390,272231,48,r partiel January 2016 111 studies.xlsx,Union density and economic performance: An analysis of U.S. States,https://doi.org/10.1016/0014-2921(88)90219-X,18828,10.1016/0014-2921(88)90219-X,Union density and economic performance,full_text,9,32,2-3,707,716,9
6391,272234,49,r partiel January 2016 111 studies.xlsx,Mutual gains or zero sum? Labor relations and firm performance in the airline industry,https://doi.org/10.1177/001979390405700201,19058,10.1177/001979390405700201,Mutual Gains or Zero Sum? Labor Relations and Firm Performance in the Airline Industry,full_text,68,57,2,163,180,17
6392,272238,50,r partiel January 2016 111 studies.xlsx,Unionization and productivity in commercial banking,https://doi.org/10.1007/BF02685409,19284,10.1007/BF02685409,Unionization and productivity in commercial banking,full_text,6,6,3,249,262,13
6393,272239,51,r partiel January 2016 111 studies.xlsx,Teacher unions and black students’ scores on college entrance exams,https://doi.org/10.1111/j.1468-232X.1991.tb00801.x,19497,10.1111/j.1468-232X.1991.tb00801.x,Teacher Unions and Black Students' Scores on College Entrance Exams,full_text,3,30,3,492,500,8
6394,272240,52,r partiel January 2016 111 studies.xlsx,Teachers' unions and student achievement in high school economics,https://doi.org/10.2307/1182249,19713,10.2307/1182249,Teachers' Unions and Student Achievement in High School Economics,full_text,2,21,3,297,,
6395,272245,53,r partiel January 2016 111 studies.xlsx,"High-involvement work practices, turnover, and productivity: Evidence from New Zealand",https://doi.org/10.2307/3069345,19921,10.2307/3069345,"HIGH-INVOLVEMENT WORK PRACTICES, TURNOVER, AND PRODUCTIVITY: EVIDENCE FROM NEW ZEALAND.",full_text,663,44,1,180,190,10
6396,272274,56,r partiel January 2016 111 studies.xlsx,Unions without rents: The curious economics of faculty unions,https://doi.org/10.1111/j.0008-4085.2004.002_1.x,20545,10.1111/j.0008-4085.2004.002_1.x,Unions without rents: the curious economics of faculty unions,full_text,11,37,1,28,52,24
6397,272278,57,r partiel January 2016 111 studies.xlsx,Works councils and collective bargaining in Germany: The impact on productivity and wages,https://doi.org/10.1111/1467-9485.5004006,20754,10.1111/1467-9485.5004006,Works Councils and Collective Bargaining in Germany: The Impact on Productivity and Wages,full_text,158,50,4,471,491,20
6398,272280,58,r partiel January 2016 111 studies.xlsx,"The impact of human resource management practices on turnover, productivity, and corporate financial performance",https://doi.org/10.5465/256741,20943,10.5465/256741,"The Impact Of Human Resource Management Practices On Turnover, Productivity, And Corporate Financial Performance",full_text,394,38,3,635,672,37
6399,272284,60,r partiel January 2016 111 studies.xlsx,"Non-union worker representation, foreign owners, and the performance of establishments",https://doi.org/10.1093/oep/gps047,21315,10.1093/oep/gps047,"Non-union worker representation, foreign owners, and the performance of establishments",full_text,25,66,1,140,163,23
6400,272290,61,r partiel January 2016 111 studies.xlsx,Industrial relations and productivity in the U.S. automobile industry,https://doi.org/10.2307/2534452,21505,10.2307/2534452,Industrial Relations and Productivity in the U.S. Automobile Industry,full_text,36,1987,3,685,,
6401,272296,62,r partiel January 2016 111 studies.xlsx,"Union effects on productivity, personnel practices, and survival in the automotive parts industry",https://doi.org/10.1007/BF02685218,21681,10.1007/BF02685218,"Union effects on productivity, personnel practices, and survival in the automotive parts industry",full_text,13,8,4,333,350,17
6402,272308,64,r partiel January 2016 111 studies.xlsx,Employee voice and organizational performance: Team versus representative influence,https://doi.org/10.1177/0018726709348936,22027,10.1177/0018726709348936,Employee voice and organizational performance: Team versus representative influence,full_text,95,63,3,371,394,23
6403,272316,67,r partiel January 2016 111 studies.xlsx,Work councils and unionization: Lessons from South Korea,https://doi.org/10.1111/0019-8676.381997001,22512,10.1111/0019-8676.381997001,Works Councils and Unionization: Lessons from South Korea,full_text,22,36,1,1,16,15
6404,272317,68,r partiel January 2016 111 studies.xlsx,Improving labor productivity: Human resource management policies do matter,https://doi.org/10.1002/(SICI)1097-0266(199605)17:5<335::AID-SMJ814>3.0.CO;2-R,22662,10.1002/(SICI)1097-0266(199605)17:5<335::AID-SMJ814>3.0.CO;2-R,IMPROVING LABOR PRODUCTIVITY: HUMAN RESOURCE MANAGEMENT POLICIES DO MATTER,full_text,411,17,5,335,354,19
6405,272325,69,r partiel January 2016 111 studies.xlsx,Teachers’ unions and excellence in education: An analysis of the decline in SAT scores.,https://doi.org/10.1007/BF02685219,22811,10.1007/BF02685219,Teachers’ unions and excellence in education: An analysis of the decline in SAT scores,full_text,27,8,4,351,367,16
6406,272331,71,r partiel January 2016 111 studies.xlsx,"Bonuses, unions, and labor productivity in South Korea",tps://doi.org/10.1007/BF02685842,23108,10.1007/BF02685842,"Bonuses, unions, and labor productivity in South Korea",full_text,7,17,2,219,238,19
6407,272333,72,r partiel January 2016 111 studies.xlsx,The effect of unionization on labor productivity: Some additional evidence,https://doi.org/10.1007/BF02685229,23253,10.1007/BF02685229,The effect of unionization on labor productivity: Some additional evidence,full_text,15,9,1,55,63,8
6408,272334,73,r partiel January 2016 111 studies.xlsx,Union effects on performance and employment relations: Evidence from China,https://doi.org/10.1016/j.chieco.2010.01.001,23395,10.1016/j.chieco.2010.01.001,Union effects on performance and employment relations: Evidence from China,full_text,72,21,1,202,210,8
6409,272339,74,r partiel January 2016 111 studies.xlsx,Performance-related pay and firm productivity: Evidence from a reform in the structure of collective bargaining,https://doi.org/10.1177/0019793915570876,23535,10.1177/0019793915570876,Performance-Related Pay and Firm Productivity,full_text,23,68,3,606,632,26
6410,272342,75,r partiel January 2016 111 studies.xlsx,The Productivity Effects of Unionization and Firm Size in British Engineering Firms,https://doi.org/10.2307/2554693,23683,10.2307/2554693,The Productivity Effects of Unionization and Firm Size in British Engineering Firms,full_text,16,58,232,479,,
6411,272360,76,r partiel January 2016 111 studies.xlsx,Trade unions and productivity: Conventional estimates,https://doi.org/10.7202/029350ar,23820,10.7202/029350ar,Trade Unions and Productivity: Conventional Estimates,,6,38,2,211,228,17
6412,272372,77,r partiel January 2016 111 studies.xlsx,The effects of unions on profitability: Canadian evidence,https://doi.org/10.7202/050181ar,23950,10.7202/050181ar,The Effects of Unions on Profitability: Canadian Evidence,,8,41,1,54,68,14
6413,272373,78,r partiel January 2016 111 studies.xlsx,The Effect of Unions on Productivity in a Multinational Manufacturing Firm,https://doi.org/10.1177/001979398604000108,24082,10.1177/001979398604000108,The Effect of Unions on Productivity in a Multinational Manufacturing Firm,full_text,13,40,1,105,114,9
6414,272377,80,r partiel January 2016 111 studies.xlsx,"Teacher’s unions, productivity, and minority student achievement",https://doi.org/10.1007/s12122-997-1010-y,24345,10.1007/s12122-997-1010-y,"Teachers’ unions, productivity, and minority student achievement",full_text,24,18,1,137,150,13
6415,272384,82,r partiel January 2016 111 studies.xlsx,Union effects on productivity: Evidence from Western U.S. sawmills,https://doi.org/10.2307/2524743,24595,10.2307/2524743,Union Effects on Productivity: Evidence From Western U.S. Sawmills,full_text,6,46,1,135,,
6416,272387,83,r partiel January 2016 111 studies.xlsx,"Union retreat and regional economic performance: The UK experience,",https://doi.org/10.1080/00343400601149915,24714,10.1080/00343400601149915,Union Retreat and Regional Economic Performance: The UK Experience,full_text,8,41,2,143,156,13
6417,272388,84,r partiel January 2016 111 studies.xlsx,Information sharing and firm performance in Japan,https://doi.org/10.1111/j.1468-232X.1991.tb00774.x,24832,10.1111/j.1468-232X.1991.tb00774.x,Information Sharing and Firm Performance in Japan,full_text,37,30,1,37,61,24
6418,272389,85,r partiel January 2016 111 studies.xlsx,Labor unions and productivity: An empirical analysis using Japanese firm-level data,https://doi.org/10.1016/j.labeco.2010.02.009,24951,10.1016/j.labeco.2010.02.009,Labor unions and productivity: An empirical analysis using Japanese firm-level data,full_text,40,17,6,1030,1037,7
6419,272401,86,r partiel January 2016 111 studies.xlsx,Information technology and the changing workplace in Canada: Firm-level evidence,https://doi.org/10.1093/icc/dtr029,25067,10.1093/icc/dtr029,Information technology and the changing workplace in Canada: firm-level evidence,full_text,27,20,6,1601,1636,35
6420,272411,88,r partiel January 2016 111 studies.xlsx,Teachers' unions and excellence in education: Comment,https://doi.org/10.1007/BF02685471,25302,10.1007/BF02685471,Teachers’ unions and excellence in education: Comment,full_text,6,9,4,379,387,8
6421,272421,90,r partiel January 2016 111 studies.xlsx,The impact of teachers union on State-level productivity,10.1353/jef.0.0014,25537,10.1353/jef.0.0014,The Impact of Teachers Unions on State-Level Productivity,full_text,1,35,3,276,294,18
6422,272425,91,r partiel January 2016 111 studies.xlsx,The political economy of the decline of American public education,https://doi.org/10.1086/467278,25651,10.1086/467278,The Political Economy of the Decline of American Public Education,full_text,36,36,"1, Part 2",331,370,39
6423,272441,92,r partiel January 2016 111 studies.xlsx,Political economy of public education: Non-college-bound students,https://doi.org/10.1086/467344,25761,10.1086/467344,Political Economy of Public Education: Non-College-Bound Students,full_text,24,39,1,73,120,47
6424,272443,93,r partiel January 2016 111 studies.xlsx,Distributional and efficiency effects of trade unions in Britain,https://doi.org/10.1111/j.1467-8543.1977.tb00081.x,25871,10.1111/j.1467-8543.1977.tb00081.x,THE DISTRIBUTIONAL AND EFFICIENCY EFFECTS OF TRADE UNIONS IN BRITAIN,full_text,40,15,2,137,156,19
6425,272445,94,r partiel January 2016 111 studies.xlsx,"Wages, productivity, and costs in union and nonunion hospitals",https://doi.org/10.1007/BF02685468,25979,10.1007/BF02685468,"Wages, productivity, and costs in union and nonunion hospitals",full_text,19,9,4,325,345,20
6426,272447,95,r partiel January 2016 111 studies.xlsx,"Collective bargaining, teachers, and student achievement",https://doi.org/10.1007/BF02685375,26078,10.1007/BF02685375,"Collective bargaining, teachers, and student achievement",full_text,22,12,2,99,109,10
6427,272448,96,r partiel January 2016 111 studies.xlsx,Employee financial participation and productivity: An empirical reappraisal,https://doi.org/10.1111/j.1467-8543.2006.00486.x,26185,10.1111/j.1467-8543.2006.00486.x,Employee Financial Participation and Productivity: An Empirical Reappraisal,full_text,45,44,1,31,50,19
6428,272493,98,r partiel January 2016 111 studies.xlsx,The impact of union-management cooperation on productivity and employment,https://doi.org/10.1177/001979398303600307,26393,10.1177/001979398303600307,The Impact of Union-Management Cooperation on Productivity and Employment,full_text,31,36,3,415,430,15
6429,272502,99,r partiel January 2016 111 studies.xlsx,Do unions impede or accelerate structural adjustment? Industrial versus company unions in an industrialising labour market,https://doi.org/10.1093/oxfordjournals.cje.a035207,26493,10.1093/oxfordjournals.cje.a035207,Do unions impede or accelerate structural adjustment? Industrial versus company unions in an industrialising labour market,full_text,1,,,,,
6430,272503,100,r partiel January 2016 111 studies.xlsx,Do teacher unions hinder educational performance? Lessons learned from state SAT and ACT scores,https://doi.org/10.17763/haer.70.4.w17t1201442683k6,26593,10.17763/haer.70.4.w17t1201442683k6,Do Teacher Unions Hinder Educational Performance?: Lessons Learned from State SAT and ACT Scores,full_text,37,70,4,437,467,30
6431,272541,104,r partiel January 2016 111 studies.xlsx,An empirical analysis of Australian labour productivity,https://doi.org/10.1111/1467-8454.00199,26962,10.1111/1467-8454.00199,An Empirical Analysis of Australian Labour Productivity,abstract_only,8,42,3,273,291,18
6432,272543,105,r partiel January 2016 111 studies.xlsx,The effect of unionization on labor productivity: Some time-series evidence,https://doi.org/10.1007/BF02685163,27050,10.1007/BF02685163,The effect of unionization on labor productivity: Some time-series evidence,full_text,13,6,2,199,207,8
6433,272544,106,r partiel January 2016 111 studies.xlsx,"Unions, wages and productivity: Some evidence from U.K. engineering firms",https://doi.org/10.1080/00036849108841066,27144,10.1080/00036849108841066,"Unions, wages and productivity: some evidence from UK engineering firms",full_text,3,23,1,219,227,8
6434,272595,108,r partiel January 2016 111 studies.xlsx,Reassessing the productivity impact of employee involvement and financial incentives,https://doi.org/10.1007/BF03396764,27325,10.1007/BF03396764,Reassessing the Productivity Impact of Employee Involvement and Financial Incentives,full_text,9,60,2,160,181,21
6435,272599,109,r partiel January 2016 111 studies.xlsx,The linkages between teacher unions and student achievement,10.2190/CUNW-P5M3-YAKE-J9TD,27411,10.2190/CUNW-P5M3-YAKE-J9TD,THE LINKAGES BETWEEN TEACHER UNIONS AND STUDENT ACHIEVEMENT,full_text,5,23,4,1,1,0
6436,272606,110,r partiel January 2016 111 studies.xlsx,Employee participation and productivity,https://doi.org/10.1016/j.labeco.2004.02.001,27496,10.1016/j.labeco.2004.02.001,Employee participation and productivity,full_text,105,11,6,715,740,25
6437,272617,111,r partiel January 2016 111 studies.xlsx,The impact of training intensity on establishment productivity,https://doi.org/10.1111/j.1468-232X.2006.00412.x,27579,10.1111/j.1468-232X.2006.00412.x,The Impact of Training Intensity on Establishment Productivity,full_text,77,45,1,26,46,20
6438,272621,112,r partiel January 2016 111 studies.xlsx,Unions and productivity: Evidence from academe,https://doi.org/10.1007/BF02685704,27662,10.1007/BF02685704,Unions and productivity: Evidence from academe,full_text,7,15,4,373,386,13
6439,272623,1,retirement savings behavior after intervention.xlsx,The Effects of Financial Education in the Workplace: Evidence from a Survey of Households.,https://doi.org/10.1016/S0047-2727(01)00184-0,513,10.1016/S0047-2727(01)00184-0,The effects of financial education in the workplace: evidence from a survey of households,full_text,358,87,7-8,1487,1519,32
6440,272628,1,same-sex housing discrimination.xlsx,Are lesbians discriminated against in the rental housing market? Evidence from a correspondence testing experiment,https://doi.org/10.1016/j.jhe.2008.06.003,514,10.1016/j.jhe.2008.06.003,Are lesbians discriminated against in the rental housing market? Evidence from a correspondence testing experiment,full_text,40,17,3,234,238,4
6441,272629,2,same-sex housing discrimination.xlsx,Detecting discrimination against homosexuals: Evidence from a field experiment on the internet,https://doi.org/10.1111/j.1468-0335.2008.00692.x,1054,10.1111/j.1468-0335.2008.00692.x,Detecting Discrimination against Homosexuals: Evidence from a Field Experiment on the Internet,full_text,66,76,303,588,597,9
6442,272631,4,same-sex housing discrimination.xlsx,Religiosity and discrimination against same-sex couples: The case of Portugal's rental market,https://doi.org/10.1016/j.jhe.2020.101729,2153,10.1016/j.jhe.2020.101729,Religiosity and discrimination against same-sex couples: The case of Portugal's rental market,full_text,1,50,,101729,,
6443,272633,6,same-sex housing discrimination.xlsx,Discrimination against sexual minorities in education and housing: evidence from two field experiments in Serbia,http://hdl.handle.net/10986/29977,3240,10986/29977,,,,,,,,
6444,272634,7,same-sex housing discrimination.xlsx,No room for new families? A field experiment measuring rental discrimination against same-sex couples and single parents,https://doi.org/10.1525/sp.2011.58.3.389,3762,10.1525/sp.2011.58.3.389,No Room for New Families? A Field Experiment Measuring Rental Discrimination against Same-Sex Couples and Single Parents,full_text,65,58,3,389,409,20
6445,272636,9,same-sex housing discrimination.xlsx,The effects of multiple stigmas on discrimination in the German housing market,https://doi.org/10.1027/1864-9335/a000249,4802,10.1027/1864-9335/a000249,The Effects of Multiple Stigmas on Discrimination in the German 					Housing Market,full_text,17,46,6,325,334,9
6446,272640,2,savings behavior after financial education intervention.xlsx,Keeping It Simple: Financial Literacy and Rules of Thumb,DOI: 10.1257/app.6.2.1,1055,10.1257/app.6.2.1,Keeping It Simple: Financial Literacy and Rules of Thumb,full_text,174,6,2,1,31,30
6447,272665,2,sensitivity of consumption to income.xlsx,Real Money Balances and the Timing of Consumption: An Empirical Investigation,https://doi.org/10.2307/2937793,1056,10.2307/2937793,Real Money Balances and the Timing of Consumption: An Empirical Investigation,full_text,26,105,2,399,,
6448,272670,3,sensitivity of consumption to income.xlsx,The response of consumption to income: A cross-country investigation,https://doi.org/10.1016/0014-2921(91)90033-F,1611,10.1016/0014-2921(91)90033-F,The response of consumption to income,full_text,254,35,4,723,756,33
6449,272724,6,sensitivity of consumption to income.xlsx,The Intertemporal Elasticity of Substitution in Consumption in the United States and the United Kingdom,https://doi.org/10.2307/2109371,3242,10.2307/2109371,The Intertemporal Elasticity of Substitution in Consumption in the United States and the United Kingdom,full_text,52,74,4,573,,
6450,272731,7,sensitivity of consumption to income.xlsx,Liquidity Constraints and Aggregate Consumption Behavior,https://doi.org/10.1111/j.1465-7295.1992.tb01540.x,3763,10.1111/j.1465-7295.1992.tb01540.x,LIQUIDITY CONSTRAINTS and AGGREGATE CONSUMPTION BEHAVIOR,full_text,26,30,1,134,153,19
6451,272771,8,sensitivity of consumption to income.xlsx,"Consumption Growth, the Interest Rate and Aggregation",https://doi.org/10.2307/2298128,4287,10.2307/2298128,"Consumption Growth, the Interest Rate and Aggregation",full_text,272,60,3,631,,
6452,272776,10,sensitivity of consumption to income.xlsx,Consumer Demand and the Life-Cycle Allocation of Household Expenditures,https://doi.org/10.2307/2297877,5309,10.2307/2297877,Consumer Demand and the Life-Cycle Allocation of Household Expenditures,full_text,287,61,1,57,80,23
6453,272784,11,sensitivity of consumption to income.xlsx,Consumption over the Life Cycle and over the Business Cycle,10.3386/w4453,5813,10.3386/w4453,,,69,,,,,
6454,272797,13,sensitivity of consumption to income.xlsx,Is Consumption Growth Consistent with Intertemporal Optimization? Evidence from the Consumer Expenditure Survey,https://doi.org/10.1086/601443,6780,10.1086/601443,Is Consumption Growth Consistent with Intertemporal Optimization? Evidence from the Consumer Expenditure Survey,full_text,419,103,6,1121,1157,36
